Calculated Z (nm)   Deflection {nN)     
Extend Data
2.480469e+002       -5.573273e-002      
2.484375e+002       -5.960083e-002      
2.488281e+002       -5.749512e-002      
2.492188e+002       -5.680847e-002      
2.496094e+002       -5.537796e-002      
2.500000e+002       -5.673981e-002      
2.503906e+002       -5.846786e-002      
2.507813e+002       -5.300903e-002      
2.511719e+002       -5.415344e-002      
2.515625e+002       -5.822754e-002      
2.519531e+002       -5.740356e-002      
2.523438e+002       -5.638504e-002      
2.527344e+002       -5.490875e-002      
2.531250e+002       -5.519485e-002      
2.535156e+002       -5.573273e-002      
2.539063e+002       -5.744934e-002      
2.542969e+002       -5.716324e-002      
2.546875e+002       -5.493164e-002      
2.550781e+002       -5.442810e-002      
2.554688e+002       -5.313492e-002      
2.558594e+002       -5.450821e-002      
2.562500e+002       -5.621338e-002      
2.566406e+002       -5.638504e-002      
2.570313e+002       -5.733490e-002      
2.574219e+002       -5.699158e-002      
2.578125e+002       -5.750656e-002      
2.582031e+002       -5.964661e-002      
2.585938e+002       -5.533218e-002      
2.589844e+002       -5.423355e-002      
2.593750e+002       -5.763245e-002      
2.597656e+002       -5.940628e-002      
2.601563e+002       -5.862808e-002      
2.605469e+002       -5.643082e-002      
2.609375e+002       -5.591583e-002      
2.613281e+002       -5.587006e-002      
2.617188e+002       -5.628204e-002      
2.621094e+002       -5.575562e-002      
2.625000e+002       -5.653381e-002      
2.628906e+002       -5.455399e-002      
2.632813e+002       -5.681992e-002      
2.636719e+002       -5.454254e-002      
2.640625e+002       -5.324936e-002      
2.644531e+002       -5.416489e-002      
2.648438e+002       -5.278015e-002      
2.652344e+002       -5.355835e-002      
2.656250e+002       -5.502319e-002      
2.660156e+002       -5.633926e-002      
2.664063e+002       -5.728912e-002      
2.667969e+002       -5.643082e-002      
2.671875e+002       -5.806732e-002      
2.675781e+002       -5.490875e-002      
2.679688e+002       -5.457687e-002      
2.683594e+002       -5.471420e-002      
2.687500e+002       -5.596161e-002      
2.691406e+002       -5.545807e-002      
2.695313e+002       -5.494308e-002      
2.699219e+002       -5.767822e-002      
2.703125e+002       -5.447388e-002      
2.707031e+002       -5.698013e-002      
2.710938e+002       -5.630493e-002      
2.714844e+002       -5.882263e-002      
2.718750e+002       -5.553818e-002      
2.722656e+002       -5.581284e-002      
2.726563e+002       -5.121231e-002      
2.730469e+002       -5.518341e-002      
2.734375e+002       -5.434799e-002      
2.738281e+002       -5.441666e-002      
2.742188e+002       -5.337524e-002      
2.746094e+002       -5.530930e-002      
2.750000e+002       -5.625916e-002      
2.753906e+002       -5.775833e-002      
2.757813e+002       -5.591583e-002      
2.761719e+002       -5.375290e-002      
2.765625e+002       -5.418777e-002      
2.769531e+002       -5.578995e-002      
2.773438e+002       -5.628204e-002      
2.777344e+002       -5.378723e-002      
2.781250e+002       -5.606461e-002      
2.785156e+002       -5.621338e-002      
2.789063e+002       -5.582428e-002      
2.792969e+002       -5.668259e-002      
2.796875e+002       -5.479431e-002      
2.800781e+002       -5.796432e-002      
2.804688e+002       -5.397034e-002      
2.808594e+002       -5.321503e-002      
2.812500e+002       -5.503464e-002      
2.816406e+002       -5.630493e-002      
2.820313e+002       -5.754089e-002      
2.824219e+002       -5.465698e-002      
2.828125e+002       -5.608749e-002      
2.832031e+002       -5.543518e-002      
2.835938e+002       -5.591583e-002      
2.839844e+002       -5.802155e-002      
2.843750e+002       -5.552673e-002      
2.847656e+002       -5.228806e-002      
2.851563e+002       -5.424500e-002      
2.855469e+002       -5.630493e-002      
2.859375e+002       -5.393600e-002      
2.863281e+002       -5.306625e-002      
2.867188e+002       -5.447388e-002      
2.871094e+002       -5.267715e-002      
2.875000e+002       -5.123520e-002      
2.878906e+002       -5.608749e-002      
2.882813e+002       -5.574417e-002      
2.886719e+002       -5.746078e-002      
2.890625e+002       -5.118942e-002      
2.894531e+002       -5.522919e-002      
2.898438e+002       -5.694580e-002      
2.902344e+002       -5.700302e-002      
2.906250e+002       -5.526352e-002      
2.910156e+002       -5.550385e-002      
2.914063e+002       -5.350113e-002      
2.917969e+002       -5.266571e-002      
2.921875e+002       -5.354691e-002      
2.925781e+002       -5.636215e-002      
2.929688e+002       -5.549240e-002      
2.933594e+002       -5.508041e-002      
2.937500e+002       -5.237961e-002      
2.941406e+002       -5.427933e-002      
2.945313e+002       -5.208206e-002      
2.949219e+002       -5.345535e-002      
2.953125e+002       -5.754089e-002      
2.957031e+002       -5.500031e-002      
2.960938e+002       -5.533218e-002      
2.964844e+002       -5.411911e-002      
2.968750e+002       -5.204773e-002      
2.972656e+002       -5.582428e-002      
2.976563e+002       -5.574417e-002      
2.980469e+002       -5.400467e-002      
2.984375e+002       -5.350113e-002      
2.988281e+002       -5.766678e-002      
2.992188e+002       -5.582428e-002      
2.996094e+002       -5.461121e-002      
